url,status_code,status_text,final_url,has_redirect,redirect_count,response_time_ms,page_type,error
https://munchmakers.com/blog/mastering-the-art-of-grinding-cannabis-tips-and-techniques/,200,OK,https://munchmakers.com/blog/mastering-the-art-of-grinding-cannabis-tips-and-techniques/,No,0,545.34,blog,
https://munchmakers.com/blog/mastering-the-art-of-grinding-creative-ways-to-grind-weed-without-a-grinder/,200,OK,https://munchmakers.com/blog/mastering-the-art-of-grinding-creative-ways-to-grind-weed-without-a-grinder/,No,0,544.61,blog,
https://munchmakers.com/blog/mastering-the-art-of-grinding-how-to-prepare-weed-without-a-grinder/,200,OK,https://munchmakers.com/blog/mastering-the-art-of-grinding-how-to-prepare-weed-without-a-grinder/,No,0,549.53,blog,
https://munchmakers.com/blog/mastering-the-art-of-grinding-how-to-prepare-weed-without-a-grinder/?setCurrencyId=1,200,OK,https://munchmakers.com/blog/mastering-the-art-of-grinding-how-to-prepare-weed-without-a-grinder/?setCurrencyId=1,No,0,523.37,blog,
https://munchmakers.com/blog/mastering-the-art-of-rolling-your-ultimate-guide-to-joint-rollers/,200,OK,https://munchmakers.com/blog/mastering-the-art-of-rolling-your-ultimate-guide-to-joint-rollers/,No,0,656.03,blog,
https://munchmakers.com/blog/mastering-the-grind-a-complete-guide-to-electric-weed-grinders-5e3156/,200,OK,https://munchmakers.com/blog/mastering-the-grind-a-complete-guide-to-electric-weed-grinders-5e3156/,No,0,557.97,blog,
https://munchmakers.com/blog/mastering-the-grind-your-ultimate-guide-to-metal-weed-grinders/,200,OK,https://munchmakers.com/blog/mastering-the-grind-your-ultimate-guide-to-metal-weed-grinders/,No,0,577.11,blog,
https://munchmakers.com/blog/mastering-your-grind-the-definitive-guide-to-choosing-the-best-weed-grinder/,200,OK,https://munchmakers.com/blog/mastering-your-grind-the-definitive-guide-to-choosing-the-best-weed-grinder/,No,0,651.84,blog,
https://munchmakers.com/blog/maximize-cannabis-strength-with-cannabis-storage-containers-to-maintain-potency/,200,OK,https://munchmakers.com/blog/maximize-cannabis-strength-with-cannabis-storage-containers-to-maintain-potency/,No,0,540.67,blog,
https://munchmakers.com/blog/maximize-profits-the-case-for-wholesale-grinders/,200,OK,https://munchmakers.com/blog/maximize-profits-the-case-for-wholesale-grinders/,No,0,560.84,blog,
